id,"nombre","nombrecorrecto",idip,"nombreviejo",idp,year,"foto","link","bloque","region","distrito",idprov
243,"URTUBEY, Juan Manuel","URTUBEY, Juan Manuel",549,NULL,-1.35815894603729,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","NOROESTE","SALTA",66
244,"VACA NARVAJA, Patricia","VACA NARVAJA, Patricia",550,NULL,-1.70428693294525,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","CENTRO","CORDOBA",14
245,"VANOSSI, Jorge","VANOSSI, Jorge",552,NULL,0.387886166572571,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PRO","CABA","CIUDAD de BUENOS AIRES",2
246,"VARGAS AIGNASSE, Geronimo","VARGAS AIGNASSE, Geronimo",554,NULL,-1.36196660995483,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NOROESTE","TUCUMAN",90
247,"VARISCO, Sergio Fausto","VARISCO, Sergio Fausto",555,NULL,0.616075873374939,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","NORESTE","ENTRE RIOS",30
248,"VELARDE, Marta Sylvia","VELARDE, Marta Sylvia",559,NULL,-1.58189332485199,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NOROESTE","SANTIAGO DEL ESTERO",86
249,"VILLAVERDE, Jorge Antonio","VILLAVERDE, Jorge Antonio",566,NULL,-0.231668919324875,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PERONISMO FEDERAL","BUENOS AIRES","BUENOS AIRES",6
250,"WEST, Mariano Federico","WEST, Mariano Federico",568,"WEST, Mariano Federíco",-1.54305756092072,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
251,"WILDER, Ricardo","WILDER, Ricardo",569,NULL,-1.72282779216766,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE DE UNIDAD PROVINCIAL","SUR","TIERRA DEL FUEGO",94
252,"ZANCADA, Pablo Ventura","ZANCADA, Pablo Ventura",575,"ZANCADA, Pablo",0.326645970344543,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PROGRESISTA CIVICO Y SOCIAL","CENTRO","SANTA FE",82
253,"ZIMMERMANN, Victor","ZIMMERMANN, Víctor",579,NULL,0.657539844512939,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","NORESTE","CHACO",22
254,"ZOTTOS, Miguel Andres Costas","ZOTTOS, Miguel Andrés Costas",580,NULL,0.405655711889267,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","RENOVADOR DE SALTA","NOROESTE","SALTA",66
255,"ABDALA, Josefina","ABDALA, Josefina",2,NULL,0.27863546919015,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","CUYO","MENDOZA",50
256,"ACCASTELLO, Eduardo","ACCASTELLO, Eduardo",3,NULL,-0.75702169337868,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","ALIANZA UNION POR Cordoba","CENTRO","CORDOBA",14
257,"ACOSTA, Maria Julia","ACOSTA, María Julia",4,NULL,-0.487198566961472,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NOROESTE","CATAMARCA",10
258,"ACUNA, Hugo Rodolfo","ACUÑA, Hugo Rodolfo",6,NULL,0.456480466570086,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","MOVIMIENTO POPULAR NEUQUINO","CUYO","NEUQUEN",58
259,"ACUNA KUNZ, Juan Erwin","ACUÑA KUNZ, Juan Erwin",5,NULL,0.617615744236111,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","SUR","SANTA CRUZ",78
260,"AGOSTO, Walter Alfredo","AGOSTO, Walter Alfredo",7,NULL,-1.23879441316905,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","CENTRO","SANTA FE",82
261,"AGUAD, Oscar Raul","AGUAD, Oscar Raúl",8,NULL,0.641050474413328,2007,"oaguad_medium.jpg","http://s6.postimage.org/hrznomgql/oaguad_medium.jpg","UNION CIVICA RADICAL","CENTRO","CORDOBA",14
262,"AGUERO, Elda Susana","AGUERO, Elda Susana",9,NULL,-0.757693074037932,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
263,"AGUIRRE de SORIA, Hilda Clelia","AGUIRRE de SORIA, Hilda Clelia",11,NULL,-1.43392966738606,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NOROESTE","LA RIOJA",46
264,"ALARCON, Maria del Carmen","ALARCON, María del Carmen",12,NULL,0.673952377100739,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","MOVIMIENTO PAMPA SUR","CENTRO","SANTA FE",82
265,"ALBARRACIN, Jorge Luis","ALBARRACIN, Jorge Luis",13,NULL,-1.73102403730479,2007,"jalbarracin_medium.jpg","http://s6.postimage.org/u7vwyzt4t/jalbarracin_medium.jpg","UNION CIVICA RADICAL","CUYO","MENDOZA",50
266,"ALBRISI, Cesar Alfredo","ALBRISI, César Alfredo",15,NULL,0.271744619328503,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE JUSTICIA UNION Y LIBERTAD","CENTRO","CORDOBA",14
267,"ALCHOURON, Guillermo Eduardo","ALCHOURON, Guillermo Eduardo",16,NULL,0.763847618825114,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","ACCION POR LA REPUBLICA","BUENOS AIRES","BUENOS AIRES",6
268,"ALCUAZ, Horacio Alberto","ALCUAZ, Horacio Alberto",17,NULL,1.00636286749335,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","COALICION CIVICA - ARI","BUENOS AIRES","BUENOS AIRES",6
269,"ALFARO, German Enrique","ALFARO, German Enrique",18,NULL,-1.1204533092656,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NOROESTE","TUCUMAN",90
270,"ALONSO, Gumersindo Federico","ALONSO, Gumersindo Federico",21,NULL,0.18837316605797,2007,"galonso_medium.jpg","http://s6.postimage.org/xw7tt8z0d/galonso_medium.jpg","FRENTE CIVICO - CORDOBA","CENTRO","CORDOBA",14
271,"ALVAREZ, Juan Jose","ALVAREZ, Juan José",27,NULL,0.291796707500682,2007,"jjalvarez.jpg","http://s6.postimage.org/s7ek5nbr5/jjalvarez.jpg","FRENTE PERONISTA","BUENOS AIRES","BUENOS AIRES",6
272,"ALVAREZ RODRIGUEZ, Cristina","ALVAREZ RODRIGUEZ, Cristina",24,NULL,-1.70829263164082,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
273,"ALVARO, Hector Jorge","ALVARO, Héctor Jorge",28,NULL,0.0248130092693885,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","CONCERTACION","CUYO","MENDOZA",50
274,"AMENTA, Marcelo Eduardo","AMENTA, Marcelo Eduardo",30,NULL,0.675842079416498,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PRO","BUENOS AIRES","BUENOS AIRES",6
275,"ANAUATE, Carlos Alfredo","ANAUATE, Carlos Alfredo",31,NULL,1.40770526564307,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE JUSTICIA UNION Y LIBERTAD","NOROESTE","SANTIAGO DEL ESTERO",86
276,"ARBO, Jose Ameghino","ARBO, José Ameghino",33,NULL,0.0663261497050855,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE DE TODOS","NORESTE","CORRIENTES",18
277,"ARDID, Mario Rolando","ARDID, Mario Rolando",34,NULL,-0.0116111693111924,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","P.N. CONTRA LA CORRUPCION, POR LA HONESTIDAD Y LA TRANSPARENCIA","CENTRO","CORDOBA",14
278,"ARETA, Maria Josefa","ARETA, María Josefa",36,NULL,0.149590808336156,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE DE TODOS","NORESTE","CORRIENTES",18
279,"ARGÜELLO, Jorge","ARGÜELLO, Jorge",38,NULL,-1.05422207705088,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","CABA","CIUDAD de BUENOS AIRES",2
280,"ARGÜELLO, Octavio","ARGÜELLO, Octavio",39,NULL,-0.502073193535223,2007,"arguelloo.jpg","http://s6.postimage.org/eza4fl7wh/arguelloo.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
281,"ARNOLD, Eduardo Ariel","ARNOLD, Eduardo Ariel",40,NULL,0.202573530257792,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","SUR","SANTA CRUZ",78
282,"ARRIAGA, Julio Esteban","ARRIAGA, Julio Esteban",42,NULL,-1.06155087372191,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","SUR","RIO NEGRO",62
283,"ARTOLA, Isabel Amanda","ARTOLA, Isabel Amanda",43,NULL,-2.99791861826606,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE POPULAR BONAERENSE","BUENOS AIRES","BUENOS AIRES",6
284,"ATANASOF, Alfredo Nestor","ATANASOF, Alfredo Néstor",47,NULL,-1.72340525341091,2007,"aatanasof_medium.jpg","http://s6.postimage.org/u90svaon1/aatanasof_medium.jpg","FRENTE PERONISTA","BUENOS AIRES","BUENOS AIRES",6
285,"AUGSBURGER, Silvia","AUGSBURGER, Silvia",48,NULL,0.787904558010904,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PROGRESISTA CIVICO Y SOCIAL","CENTRO","SANTA FE",82
286,"AZCOITI, Pedro Jose","AZCOITI, Pedro José",50,NULL,0.634008569257847,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","BUENOS AIRES","BUENOS AIRES",6
287,"BAIGORRI, Guillermo Francisco","BAIGORRI, Guillermo Francisco",51,NULL,0.327901667392792,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","CUYO","SAN JUAN",70
288,"BALADRON, Manuel Justo","BALADRON, Manuel Justo",52,NULL,-0.944340622863507,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","SUR","LA PAMPA",42
289,"BALDATA, Griselda Angela","BALDATA, Griselda Angela",54,NULL,1.08162315544442,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","COALICION CIVICA - ARI","CENTRO","CORDOBA",14
290,"BARAGIOLA, Vilma Rosana","BARAGIOLA, Vilma Rosana",55,NULL,0.611240927671345,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","BUENOS AIRES","BUENOS AIRES",6
291,"BARRIONUEVO, Jose Luis","BARRIONUEVO, José Luis",59,NULL,-1.47983397249032,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PERONISMO FEDERAL","NOROESTE","CATAMARCA",10
292,"BARRIOS, Miguel Angel","BARRIOS, Miguel Angel",60,NULL,0.710431732219646,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","COALICION CIVICA - ARI","CENTRO","SANTA FE",82
293,"BASTEIRO, Sergio Ariel","BASTEIRO, Sergio Ariel",62,NULL,-1.44347739120127,2007,"Sergio_Basteiro.jpg","http://s6.postimage.org/9biiwo5kx/Sergio_Basteiro.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
294,"BAYONZO, Liliana Amelia","BAYONZO, Liliana Amelia",64,NULL,0.62548857141735,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","NORESTE","CHACO",22
295,"BECCANI, Alberto Juan","BECCANI, Alberto Juan",66,NULL,0.541775514422275,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","CENTRO","SANTA FE",82
296,"BEDANO, Nora Esther","BEDANO, Nora Esther",67,NULL,-0.451815692347077,2007,"nbedano_medium.jpg","http://s6.postimage.org/vt71wfuwt/nbedano_medium.jpg","FRENTE PARA LA VICTORIA - PJ","CENTRO","CORDOBA",14
297,"BEJARANO, Mario Fernando","BEJARANO, Mario Fernando",68,NULL,-1.21659091040247,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","NORESTE","FORMOSA",34
298,"BELOUS, Nelida","BELOUS, Nélida",69,NULL,1.11398981381719,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","COALICION CIVICA - ARI","SUR","TIERRA DEL FUEGO",94
299,"BENAS, Veronica Claudia","BENAS, Verónica Claudia",70,NULL,1.62416651543193,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","COALICION CIVICA - ARI","CENTRO","SANTA FE",82
300,"BERNAZZA, Claudia Alicia","BERNAZZA, Claudia Alicia",73,NULL,-0.802270937806369,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
301,"BERRAUTE, Ana","BERRAUTE, Ana",74,NULL,-1.33354286793326,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","CENTRO","SANTA FE",82
302,"BERTOL, Paula Maria","BERTOL, Paula María",75,NULL,0.746037577829514,2007,"pbertol_medium.jpg","http://s6.postimage.org/4gb1t633x/pbertol_medium.jpg","PRO","CABA","CIUDAD de BUENOS AIRES",2
303,"BERTONE, Rosana Andrea","BERTONE, Rosana Andrea",76,NULL,-1.21375702510869,2007,"rbertone_medium.jpg","http://s6.postimage.org/s8oyifuil/rbertone_medium.jpg","FRENTE PARA LA VICTORIA - PJ","SUR","TIERRA DEL FUEGO",94
304,"BEVERAGGI, Margarita Beatriz","BEVERAGGI, Margarita Beatriz",77,NULL,0.760128659672496,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","NORESTE","CHACO",22
305,"BIANCHI, Ivana Maria","BIANCHI, Ivana María",79,NULL,-0.385120883821158,2007,"ibianchi_medium.jpg","http://s6.postimage.org/v8w5o4a4d/ibianchi_medium.jpg","FRENTE PERONISTA","CUYO","SAN LUIS",74
306,"BIANCHI SILVESTRE, Marcela Alejandra","BIANCHI SILVESTRE, Marcela Alejandra",78,NULL,-0.944102073003391,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","BUENOS AIRES","BUENOS AIRES",6
307,"BIANCO, Lia Fabiola","BIANCO, Lía Fabiola",81,NULL,-0.150547077410319,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE RENOVADOR DE LA CONCORDIA","NORESTE","MISIONES",54
308,"BIDEGAIN, Gloria","BIDEGAIN, Gloria",82,NULL,-0.434815805124926,2007,"gbidegain_medium.jpg","http://s6.postimage.org/jr20rfpz1/gbidegain_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
309,"BIELSA, Rafael","BIELSA, Rafael",84,NULL,-1.34514946770853,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","CABA","CIUDAD de BUENOS AIRES",2
310,"BINNER, Hermes","BINNER, Hermes",85,NULL,0.623405024479612,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PROGRESISTA CIVICO Y SOCIAL","CENTRO","SANTA FE",82
311,"BISUTTI, Delia Beatriz","BISUTTI, Delia Beatriz",86,NULL,1.13751618994609,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","COALICION CIVICA - ARI","CABA","CIUDAD de BUENOS AIRES",2
312,"BONACORSI, Juan Carlos","BONACORSI, Juan Carlos",88,NULL,0.275819987749607,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNIDAD FEDERALISTA","BUENOS AIRES","BUENOS AIRES",6
313,"BONASSO, Miguel Luis","BONASSO, Miguel Luis",89,NULL,-0.307962423770063,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","CONVERGENCIA","CABA","CIUDAD de BUENOS AIRES",2
314,"BORSANI, Luis Gustavo","BORSANI, Luis Gustavo",90,NULL,0.551513490217358,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","CUYO","MENDOZA",50
315,"BOSCH, Irene Miriam","BOSCH, Irene Miriam",91,NULL,-0.249372465658575,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","CONVERGENCIA","NORESTE","MISIONES",54
316,"BRILLO, Jose Ricardo","BRILLO, José Ricardo",93,NULL,0.426754788281212,2007,"jbrillo_medium.jpg","http://s6.postimage.org/clo1u7l19/jbrillo_medium.jpg","MOV POP NEUQUINO","CUYO","NEUQUEN",58
317,"BRUE, Daniel Agustin","BRUE, Daniel Agustín",97,NULL,0.0916224851729408,2007,"dbrue_medium.jpg","http://s6.postimage.org/96996ib0d/dbrue_medium.jpg","FRENTE CIVICO POR SANTIAGO","NOROESTE","SANTIAGO DEL ESTERO",86
318,"BULACIO, Nancy Evangelina","BULACIO, Nancy Evangelina",98,NULL,0.567208215470313,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","RECREAR TUCUMAN","NOROESTE","TUCUMAN",90
319,"BULLRICH, Esteban Jose","BULLRICH, Esteban José",99,"BULLRICH, Esteban  José( Con Licencia )",0.705874936724468,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PRO","CABA","CIUDAD de BUENOS AIRES",2
320,"BULLRICH, Patricia","BULLRICH, Patricia",100,NULL,1.31082913528959,2007,"pbullrich_medium.jpg","http://s6.postimage.org/7bo50173x/pbullrich_medium.jpg","UNION POR TODOS","CABA","CIUDAD de BUENOS AIRES",2
321,"BURZACO, Eugenio","BURZACO, Eugenio",102,NULL,0.575993957426268,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PRO","BUENOS AIRES","BUENOS AIRES",6
322,"CALCHAQUI, Mariel","CALCHAQUI, Mariel",104,NULL,-1.13402910724135,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNIDAD FEDERALISTA","SUR","TIERRA DEL FUEGO",94
323,"CALZA, Nelio Higinio","CALZA, Nelio Higinio",105,NULL,-0.809961921000991,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NORESTE","ENTRE RIOS",30
324,"CAMANO, Dante Alberto","CAMAÑO, Dante Alberto",106,NULL,0.68629059459807,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNIDAD FEDERALISTA","BUENOS AIRES","BUENOS AIRES",6
325,"CAMANO, Eduardo Oscar","CAMAÑO, Eduardo Oscar",107,NULL,0.233275329423731,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","BUENOS AIRES","BUENOS AIRES",6
326,"CAMANO, Graciela","CAMAÑO, Graciela",108,NULL,-1.46416975373129,2007,"gcamano_medium.jpg","http://s6.postimage.org/yoahsg37h/gcamano_medium.jpg","FRENTE PERONISTA","BUENOS AIRES","BUENOS AIRES",6
327,"CAMBARERI, Fortunato Rafael","CAMBARERI, Fortunato Rafael",109,NULL,0.492097047830674,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","SUR","CHUBUT",26
328,"CANELA, Susana Mercedes","CANELA, Susana Mercedes",110,NULL,-1.4360709262322,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NOROESTE","SALTA",66
329,"CANEVAROLO, Dante Omar","CANEVAROLO, Dante Omar",111,NULL,-1.42929224799078,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","SUR","SANTA CRUZ",78
330,"CANTERO GUTIERREZ, Alberto","CANTERO GUTIERREZ, Alberto",112,NULL,-1.36041981284827,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","CENTRO","CORDOBA",14
331,"CANTEROS, Gustavo Jesus Adolfo","CANTEROS, Gustavo Jesús Adolfo",113,NULL,-1.31826308552091,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PROYECTO CORRIENTES","NORESTE","CORRIENTES",18
332,"CANTOS, Jose Maria","CANTOS, José María",114,NULL,-0.472478652432833,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","NOROESTE","SANTIAGO DEL ESTERO",86
333,"CARCA, Elisa Beatriz","CARCA, Elisa Beatriz",115,NULL,1.64942249726146,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","COALICION CIVICA - ARI","BUENOS AIRES","BUENOS AIRES",6
334,"CARLOTTO, Remo Gerardo","CARLOTTO, Remo Gerardo",117,NULL,-1.20564299742186,2007,"rcarlotto_medium.jpg","http://s6.postimage.org/4vqwzxef1/rcarlotto_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
335,"CARMONA, Maria Araceli","CARMONA, María Araceli",119,NULL,-1.5294904179987,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NORESTE","CORRIENTES",18
336,"CARRIO, Elisa Maria","CARRIO, Elisa María",121,NULL,0.57861326646692,2007,"_silueta_medium.jpg","http://s6.postimage.org/htw3vdkjh/ecarrio_medium.jpg","ACUERDO CIVICO Y SOCIAL","CABA","CIUDAD de BUENOS AIRES",2
337,"CASELLES, Graciela Maria","CASELLES, Graciela María",123,NULL,-0.93030324070288,2007,"gcaselles_medium.jpg","http://s6.postimage.org/3y1nopsfx/gcaselles_medium.jpg","FRENTE PARA LA VICTORIA - PJ","CUYO","SAN JUAN",70
338,"CASERIO, Carlos Alberto","CASERIO, Carlos Alberto",124,NULL,-0.732106222443221,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","CENTRO","CORDOBA",14
339,"CASSESE, Marina","CASSESE, Marina",125,NULL,0.468450700457249,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","BUENOS AIRES","BUENOS AIRES",6
340,"CAVADINI, Eduardo","CAVADINI, Eduardo",129,NULL,-0.712054873560121,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","NOROESTE","JUJUY",38
341,"CECCO, Carlos Jaime","CECCO, Carlos Jaime",130,NULL,0.373874281430203,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","NORESTE","ENTRE RIOS",30
342,"CEJAS, Jorge Alberto","CEJAS, Jorge Alberto",131,NULL,-1.02681126527314,2007,"jcejas_medium.jpg","http://s6.postimage.org/ki8j2fwhp/jcejas_medium.jpg","FRENTE PARA LA VICTORIA - PJ","SUR","RIO NEGRO",62
343,"CESAR, Nora Noemi","CESAR, Nora Noemí",132,NULL,-0.841133083498582,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
344,"CHIACCHIO, Nora Alicia","CHIACCHIO, Nora Alicia",134,NULL,-1.66435453914372,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","BUENOS AIRES","BUENOS AIRES",6
345,"CHIQUICHANO, Rosa Laudelina","CHIQUICHANO, Rosa Laudelina",136,NULL,-1.06791030528457,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","SUR","CHUBUT",26
346,"CHIRONI, Fernando Gustavo","CHIRONI, Fernando Gustavo",137,NULL,0.508868847603494,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","SUR","RIO NEGRO",62
347,"CIGOGNA, Luis Francisco Jorge","CIGOGNA, Luis Francisco Jorge",140,NULL,-1.53773875131497,2007,"lcigogna_medium.jpg","http://s6.postimage.org/jggq2v77h/lcigogna_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
348,"CITTADINI, Stella","CITTADINI, Stella",141,NULL,-0.203617119882399,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","CENTRO","CORDOBA",14
349,"COIRINI, Adriana Elsa","COIRINI, Adriana Elsa",143,NULL,-1.53777528789483,2007,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","BUENOS AIRES","BUENOS AIRES",6
