id,"nombre","nombrecorrecto",idip,"nombreviejo",idp,year,"foto","link","bloque","region","distrito",idprov
106,"GALLO, Daniel Oscar","GALLO, Daniel Oscar",230,NULL,-1.29661691188812,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","SUR","TIERRA DEL FUEGO",94
107,"GALVALISI, Luis Alberto","GALVALISI, Luis Alberto",231,NULL,0.531743884086609,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO PARA UNA REPUBLICA CON OPORTUNIDADES","CABA","CIUDAD de BUENOS AIRES",2
108,"GARCIA de MORENO, Eva","GARCIA de MORENO, Eva",233,NULL,-1.24352216720581,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","SUR","CHUBUT",26
109,"GARCIA, Maria Teresa","GARCIA, Maria Teresa",239,NULL,-1.60602355003357,2006,"mgarcia_medium.jpg","http://s6.postimage.org/bf6q9k9j1/mgarcia_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
110,"GARCIA MENDEZ, Emilio Arturo","GARCIA MENDEZ, Emilio Arturo",236,"GARCIA MENDEZ, Emilio",1.18851864337921,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","COALICION CIVICA - ARI","CABA","CIUDAD de BUENOS AIRES",2
111,"GARCIA, Susana Rosa","GARCIA, Susana Rosa",240,NULL,1.19221782684326,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","COALICION CIVICA - ARI","CENTRO","SANTA FE",82
112,"GARIN de TULA, Lucia","GARIN de TULA, Lucia",242,NULL,0.641034603118896,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","ACUERDO CIVICO Y SOCIAL","NOROESTE","CATAMARCA",10
113,"GARRIDO ARCEO, Jorge Antonio","GARRIDO ARCEO, Jorge Antonio",245,NULL,-1.10481512546539,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE POPULAR BONAERENSE","BUENOS AIRES","BUENOS AIRES",6
114,"GENEM, Amanda Susana","GENEM, Amanda Susana",248,"GENEM, Susana Amanda",-1.04293704032898,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","CUYO","MENDOZA",50
115,"GIORGETTI, Jorge Raul","GIORGETTI, Jorge Raul",258,NULL,-0.502002358436584,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","CENTRO","SANTA FE",82
116,"GIACOMINO, Daniel","GIACOMINO, Daniel",252,NULL,-0.345527559518814,2006,"_silueta_medium.jpg","http://s6.postimage.org/456givsxp/dgiacomino_medium.jpg","P.N. CONTRA LA CORRUPCION, POR LA HONESTIDAD Y LA TRANSPARENCIA","CENTRO","CORDOBA",14
117,"GINZBURG, Nora Raquel","GINZBURG, Nora Raquel",256,"GINZBURG, Nora",0.406075179576874,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO PARA UNA REPUBLICA CON OPORTUNIDADES","CABA","CIUDAD de BUENOS AIRES",2
118,"GIOJA, Juan Carlos","GIOJA, Juan Carlos",257,NULL,-1.34617447853088,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","CUYO","SAN JUAN",70
119,"GIUBERGIA, Miguel Angel","GIUBERGIA, Miguel Angel",259,NULL,0.630073964595795,2006,"mgiubergia_medium.jpg","http://s6.postimage.org/6bfglcyf1/mgiubergia_medium.jpg","UNION CIVICA RADICAL","NOROESTE","JUJUY",38
120,"GIUDICI, Silvana Myriam","GIUDICI, Silvana Myriam",260,"GIUDICI, Silvana Myriam (con licencia)",0.649075448513031,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","ENCUENTRO","CABA","CIUDAD de BUENOS AIRES",2
121,"GODOY, Juan Carlos","GODOY, Juan Carlos",261,NULL,0.548204660415649,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","NUEVO ESPACIO ENTRERRIANO","NORESTE","ENTRE RIOS",30
122,"GODOY, Ruperto Eduardo","GODOY, Ruperto Eduardo",262,NULL,-1.92655670642853,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","CUYO","SAN JUAN",70
123,"GONZALEZ, Jorge Pedro","GONZALEZ, Jorge Pedro",264,NULL,-1.62775456905365,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","CENTRO","SANTA FE",82
124,"GONZALEZ, Nancy Susana","GONZALEZ, Nancy Susana",267,NULL,-1.19612181186676,2006,"ngonzalez_medium.jpg","http://s6.postimage.org/w8ibpggu5/ngonzalez_medium.jpg","FRENTE PARA LA VICTORIA - PJ","SUR","CHUBUT",26
125,"GONZALEZ, Maria America","GONZALEZ, María América",266,NULL,0.936263501644135,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","COALICION CIVICA - ARI","CABA","CIUDAD de BUENOS AIRES",2
126,"GORBACZ, Leonardo Ariel","GORBACZ, Leonardo Ariel",268,NULL,1.14007675647736,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","COALICION CIVICA - ARI","SUR","TIERRA DEL FUEGO",94
127,"GUTIERREZ, Francisco Virgilio","GUTIERREZ, Francisco Virgilio",275,NULL,-0.558309853076935,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
128,"GUTIERREZ, Graciela Beatriz","GUTIERREZ, Graciela Beatriz",276,NULL,-1.68033969402313,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","SUR","SANTA CRUZ",78
129,"HEREDIA, Arturo Miguel","HEREDIA, Arturo Miguel",282,NULL,-1.54147326946259,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","CENTRO","CORDOBA",14
130,"HERNANDEZ, Cinthya Gabriela","HERNANDEZ, Cinthya Gabriela",283,NULL,0.652175009250641,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","SUR","RIO NEGRO",62
131,"HERRERA, Alberto","HERRERA, Alberto",284,NULL,-0.847658038139343,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NOROESTE","TUCUMAN",90
132,"HERRERA, Griselda Noemi","HERRERA, Griselda Noemí",285,NULL,-0.800013542175293,2006,"gherrera_medium.jpg","http://s6.postimage.org/6n11shnb1/gherrera_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NOROESTE","LA RIOJA",46
133,"IGLESIAS, Roberto Raul","IGLESIAS, Roberto Raul",292,NULL,0.740688800811768,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","CUYO","MENDOZA",50
134,"ILARREGUI, Luis Alfredo","ILARREGUI, Luis Alfredo",293,NULL,-1.30310118198395,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
135,"INGRAM, Roddy Ernesto","INGRAM, Roddy Ernesto",294,NULL,-1.43501472473145,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","SUR","CHUBUT",26
136,"IRRAZABAL, Juan Manuel","IRRAZABAL, Juan Manuel",295,NULL,-0.68830943107605,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NORESTE","MISIONES",54
137,"ITURRIETA, Miguel Angel","ITURRIETA, Miguel Angel",297,NULL,-1.4599415063858,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NORESTE","MISIONES",54
138,"JANO, Ricardo Javier","JANO, Ricardo Javier",298,NULL,0.677250146865845,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","BUENOS AIRES","BUENOS AIRES",6
139,"JEREZ, Esteban Eduardo","JEREZ, Esteban Eduardo",299,NULL,0.51215124130249,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","RECREAR TUCUMAN","NOROESTE","TUCUMAN",90
140,"JEREZ, Eusebia Antonia","JEREZ, Eusebia Antonia",300,NULL,0.481181919574738,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FUERZA REPUBLICANA","NOROESTE","TUCUMAN",90
141,"KAKUBUR, Emilio","KAKUBUR, Emilio",303,NULL,-0.88987785577774,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NORESTE","MISIONES",54
142,"KRONEBERGER, Daniel Ricardo","KRONEBERGER, Daniel Ricardo",309,"KRONEBERGER, Daniel",0.641093254089355,2006,"dkroneberger_medium.jpg","http://s6.postimage.org/733fcl0l9/dkroneberger_medium.jpg","UNION CIVICA RADICAL","SUR","LA PAMPA",42
143,"KUNKEL, Carlos Miguel","KUNKEL, Carlos Miguel",310,NULL,-1.47984480857849,2006,"ckunkel_medium.jpg","http://s6.postimage.org/dgjbocqpp/ckunkel_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
144,"LAMBERTO, Oscar Santiago","LAMBERTO, Oscar Santiago",311,NULL,-0.60700124502182,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","CENTRO","SANTA FE",82
145,"LANDAU, Jorge Alberto","LANDAU, Jorge Alberto",313,NULL,-0.519155323505402,2006,"jlandau_medium.jpg","http://s6.postimage.org/4pcrdgocd/jlandau_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
146,"LAURITTO, Jose Eduardo","LAURITTO, José Eduardo",315,NULL,-1.6450172662735,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NORESTE","ENTRE RIOS",30
147,"LEMME, Maria Alicia","LEMME, María Alicia",319,"LEMME, María Alicia (con licencia)",-0.0777738243341446,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE MOVIMIENTO POPULAR","CUYO","SAN LUIS",74
148,"LEMOS, Silvia Beatriz","LEMOS, Silvia Beatriz",320,"LEMOS, Silvia",0.66327691078186,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","CUYO","MENDOZA",50
149,"LEYBA de MARTI, Beatriz","LEYBA de MARTI, Beatriz",323,NULL,0.657180666923523,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","CENTRO","CORDOBA",14
150,"LIX KLETT, Roberto Ignacio","LIX KLETT, Roberto Ignacio",325,NULL,0.523447930812836,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FUERZA REPUBLICANA","NOROESTE","TUCUMAN",90
151,"LOPEZ, Amelia de los Milagros","LOPEZ, Amelia de los Milagros",330,NULL,-1.47464764118195,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","CENTRO","CORDOBA",14
152,"LORENZO BOROCOTO, Eduardo","LORENZO BOROCOTO, Eduardo",333,NULL,-1.11657416820526,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","MOVIMIENTO INDEPENDIENTE","CABA","CIUDAD de BUENOS AIRES",2
153,"LOVAGLIO SARAVIA, Antonio","LOVAGLIO SARAVIA, Antonio",336,NULL,-0.584609031677246,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","NOROESTE","SALTA",66
154,"LOZANO, Claudio Raul","LOZANO, Claudio Raúl",337,NULL,0.56603991985321,2006,"claudiolozano.jpg","http://s6.postimage.org/ms9yz1sn5/claudiolozano.jpg","FRENTE AMPLIO PROGRESISTA","CABA","CIUDAD de BUENOS AIRES",2
155,"LUSQUINOS, Luis Bernardo","LUSQUIÑOS, Luis Bernardo",339,NULL,0.572386264801025,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","CUYO","SAN LUIS",74
156,"MACALUSE, Eduardo Gabriel","MACALUSE, Eduardo Gabriel",340,NULL,1.15203022956848,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","COALICION CIVICA - ARI","BUENOS AIRES","BUENOS AIRES",6
157,"MACCHI, Carlos Guillermo","MACCHI, Carlos Guillermo",341,NULL,0.342151015996933,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO NUEVO","NORESTE","CORRIENTES",18
158,"MACRI, Mauricio","MACRI, Mauricio",342,NULL,0.333856225013733,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO PARA UNA REPUBLICA CON OPORTUNIDADES","CABA","CIUDAD de BUENOS AIRES",2
159,"MAFFEI, Marta Olinda","MAFFEI, Marta Olinda",343,NULL,1.11804103851318,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","COALICION CIVICA - ARI","BUENOS AIRES","BUENOS AIRES",6
160,"MANSUR, Nelida Mabel","MANSUR, Nélida Mabel",346,NULL,0.393459290266037,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNIDAD FEDERALISTA","BUENOS AIRES","BUENOS AIRES",6
161,"MARCO DEL PONT, Mercedes","MARCO DEL PONT, Mercedes",348,NULL,-0.799600601196289,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","CABA","CIUDAD de BUENOS AIRES",2
162,"MARCONATO, Gustavo Angel","MARCONATO, Gustavo Angel",349,NULL,-1.34912300109863,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","CENTRO","SANTA FE",82
163,"MARINO, Adriana del Carmen","MARINO, Adriana del Carmen",350,NULL,0.134925574064255,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PRODUCCION Y TRABAJO","CUYO","SAN JUAN",70
164,"MARINO, Juliana Isabel","MARINO, Juliana Isabel",351,NULL,-1.32579207420349,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","ENCUENTRO","CABA","CIUDAD de BUENOS AIRES",2
165,"MARTINEZ GARBINO, Emilio Raul","MARTINEZ GARBINO, Emilio Raúl",355,"MARTINEZ GARBINO, Emilio",0.356368511915207,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","CONCERTACION ENTRERRIANA","NORESTE","ENTRE RIOS",30
166,"MARTINEZ, Julio Cesar","MARTINEZ, Julio Cesar",359,NULL,0.691979944705963,2006,"jmartinez_medium.jpg","http://s6.postimage.org/7bs9uefjx/jmartinez_medium.jpg","UNION CIVICA RADICAL","NOROESTE","LA RIOJA",46
167,"MARTINI, Hugo","MARTINI, Hugo",362,NULL,0.397037297487259,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","RECREAR","CABA","CIUDAD de BUENOS AIRES",2
168,"MASSEI, Oscar Ermelindo","MASSEI, Oscar Ermelindo",363,NULL,-1.57356631755829,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","CUYO","NEUQUEN",58
169,"MEDIZA, Heriberto Eloy","MEDIZA, Heriberto Eloy",365,NULL,-1.04177522659302,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","SUR","LA PAMPA",42
170,"MENDEZ de FERREYRA, Araceli Estela","MENDEZ de FERREYRA, Araceli Estela",366,NULL,-1.03894793987274,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","CONVERGENCIA","NORESTE","CORRIENTES",18
171,"MENEM, Eduardo Adrian","MENEM, Eduardo Adrián",369,NULL,0.276082277297974,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PERONISMO POPULAR","NOROESTE","LA RIOJA",46
172,"MERINO, Raul Guillermo","MERINO, Raul Guillermo",372,NULL,-0.321759402751923,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","P.N. CONTRA LA CORRUPCION, POR LA HONESTIDAD Y LA TRANSPARENCIA","CENTRO","CORDOBA",14
173,"MOISES, Maria Carolina","MOISES, María Carolina",378,NULL,-3.27805256843567,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NOROESTE","JUJUY",38
174,"MONAYAR, Ana Maria Carmen","MONAYAR, Ana María Carmen",381,"MONAYAR, Ana María Cármen",-1.27518963813782,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","CENTRO","CORDOBA",14
175,"MONGELO, Jose Ricardo","MONGELO, José Ricardo",382,NULL,-0.628974258899689,2006,"jmongelo_medium.jpg","http://s6.postimage.org/dqrar2m9p/jmongelo_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NORESTE","CHACO",22
176,"MONTENEGRO, Olinda","MONTENEGRO, Olinda",383,NULL,0.654644131660461,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","NORESTE","CHACO",22
177,"MONTI, Lucrecia Etelvina","MONTI, Lucrecia Etelvina",385,NULL,0.0654779300093651,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","CABA","CIUDAD de BUENOS AIRES",2
178,"MORANDINI, Norma Elena","MORANDINI, Norma Elena",388,NULL,0.252621293067932,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","P.N. CONTRA LA CORRUPCION, POR LA HONESTIDAD Y LA TRANSPARENCIA","CENTRO","CORDOBA",14
179,"MORENO, Carlos Julio","MORENO, Carlos Julio",391,NULL,-1.17819333076477,2006,"cmoreno_medium.jpg","http://s6.postimage.org/4f9dohi65/cmoreno_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
180,"MORINI, Pedro Juan","MORINI, Pedro Juan",393,NULL,0.651343166828156,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PROGRESISTA CIVICO Y SOCIAL","CENTRO","SANTA FE",82
181,"MULLER, Mabel Hilda","MULLER, Mabel Hilda",397,NULL,-0.240873485803604,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
182,"NAIM, Lidia Lucia","NAIM, Lidia Lucia",398,NULL,1.21162807941437,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","COALICION CIVICA - ARI","BUENOS AIRES","BUENOS AIRES",6
183,"NEGRI, Mario Raul","NEGRI, Mario Raul",401,NULL,0.767386615276337,2006,"mnegri_medium.jpg","http://s6.postimage.org/nty3nmqf1/mnegri_medium.jpg","UNION CIVICA RADICAL","CENTRO","CORDOBA",14
184,"NEMIROVSCI, Osvaldo Mario","NEMIROVSCI, Osvaldo Mario",402,NULL,-1.15213704109192,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","SUR","RIO NEGRO",62
185,"NIEVA, Alejandro Mario","NIEVA, Alejandro Mario",403,NULL,0.670822322368622,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","NOROESTE","JUJUY",38
186,"OLIVA, Cristian Rodolfo","OLIVA, Cristian Rodolfo",407,"OLIVA, Cristian",0.0554567202925682,2006,"coliva_medium.jpg","http://s6.postimage.org/xwyxkbqd9/coliva_medium.jpg","FRENTE CIVICO POR SANTIAGO","NOROESTE","SANTIAGO DEL ESTERO",86
187,"OLMOS, Graciela Hortencia","OLMOS, Graciela Hortencia",409,NULL,-1.1074036359787,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","NOROESTE","SANTIAGO DEL ESTERO",86
188,"OSORIO, Marta Lucia","OSORIO, Marta Lucia",414,NULL,-1.2648583650589,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","SUR","LA PAMPA",42
189,"OSUNA, Blanca Ines","OSUNA, Blanca Inés",415,NULL,-1.29598760604858,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NORESTE","ENTRE RIOS",30
190,"OVIEDO, Alejandra Beatriz","OVIEDO, Alejandra Beatriz",416,NULL,0.320114880800247,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PERONISMO POPULAR","NOROESTE","LA RIOJA",46
191,"PANZONI, Patricia Ester","PANZONI, Patricia Ester",419,NULL,0.676215469837189,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","BUENOS AIRES","BUENOS AIRES",6
192,"PASTORIZA, Eduardo Antonio","PASTORIZA, Eduardo Antonio",424,"PASTORIZA, Eduardo",-1.66409027576447,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NOROESTE","CATAMARCA",10
193,"PEREZ, Alberto Cesar","PEREZ, Alberto Cesar",429,NULL,0.681870639324188,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","MOVIMIENTO POPULAR NEUQUINO","CUYO","NEUQUEN",58
194,"PEREZ, Adrian","PEREZ, Adrián",428,NULL,1.14404284954071,2006,"pereza.jpg","http://s6.postimage.org/f5oqlfewx/pereza.jpg","COALICION CIVICA - ARI","BUENOS AIRES","BUENOS AIRES",6
195,"PEREZ, Mirta","PEREZ, Mirta",433,NULL,-0.267188757658005,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","NUEVO BUENOS AIRES","BUENOS AIRES","BUENOS AIRES",6
196,"PERIE, Hugo Ruben","PERIE, Hugo Rubén",434,NULL,-0.803063154220581,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","NORESTE","CORRIENTES",18
197,"PESO, Stella Marys","PESO, Stella Marys",438,NULL,0.343030214309692,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","NORESTE","MISIONES",54
198,"PINEDO, Federico","PINEDO, Federico",443,NULL,0.365945905447006,2006,"fpinedo_medium.jpg","http://s6.postimage.org/bmpb8ye65/fpinedo_medium.jpg","PRO","CABA","CIUDAD de BUENOS AIRES",2
199,"POGGI, Claudio Javier","POGGI, Claudio Javier",447,NULL,0.585607945919037,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","CUYO","SAN LUIS",74
200,"PORTO, Hector Norberto","PORTO, Héctor Norberto",449,NULL,-0.224853470921516,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PERONISMO FEDERAL","BUENOS AIRES","BUENOS AIRES",6
201,"QUIROZ, Elsa Siria","QUIROZ, Elsa Siria",457,NULL,1.12369203567505,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","COALICION CIVICA - ARI","BUENOS AIRES","BUENOS AIRES",6
202,"RAIMUNDI, Carlos Alberto","RAIMUNDI, Carlos Alberto",458,NULL,1.23628723621368,2006,"craimundi_medium.jpg","http://s6.postimage.org/qv0zy4mrh/craimundi_medium.jpg","NUEVO ENCUENTRO","BUENOS AIRES","BUENOS AIRES",6
203,"RECALDE, Hector Pedro","RECALDE, Héctor Pedro",461,NULL,-1.43116307258606,2006,"hrecalde_medium.jpg","http://s6.postimage.org/upr2euipp/hrecalde_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
204,"RICHTER, Ana","RICHTER, Ana",466,NULL,-1.53059160709381,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","CENTRO","CORDOBA",14
205,"RICO, Maria del Carmen Cecilia","RICO, María del Carmen Cecilia",467,NULL,-0.433643043041229,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","BUENOS AIRES","BUENOS AIRES",6
206,"RIOS, Maria Fabiana","RIOS, María Fabiana",472,NULL,1.19329929351807,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","COALICION CIVICA - ARI","SUR","TIERRA DEL FUEGO",94
207,"RITONDO, Cristian","RITONDO, Cristian",474,NULL,0.386210918426514,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","CABA","CIUDAD de BUENOS AIRES",2
